"latitude","longitude","clave"
16.51,-61.51,"16.51_-61.51"
16.49,-61.51,"16.49_-61.51"
16.47,-61.51,"16.47_-61.51"
16.46,-61.51,"16.46_-61.51"
16.44,-61.51,"16.44_-61.51"
16.42,-61.51,"16.42_-61.51"
16.41,-61.51,"16.41_-61.51"
16.39,-61.51,"16.39_-61.51"
16.37,-61.51,"16.37_-61.51"
16.36,-61.51,"16.36_-61.51"
16.27,-61.51,"16.27_-61.51"
16.25,-61.51,"16.25_-61.51"
16.24,-61.51,"16.24_-61.51"
16.22,-61.51,"16.22_-61.51"
12.48,-61.51,"12.48_-61.51"
10.77,-61.51,"10.77_-61.51"
10.75,-61.51,"10.75_-61.51"
10.73,-61.51,"10.73_-61.51"
10.65,-61.51,"10.65_-61.51"
10.63,-61.51,"10.63_-61.51"
10.62,-61.51,"10.62_-61.51"
10.31,-61.51,"10.31_-61.51"
10.29,-61.51,"10.29_-61.51"
10.28,-61.51,"10.28_-61.51"
10.26,-61.51,"10.26_-61.51"
10.24,-61.51,"10.24_-61.51"
10.22,-61.51,"10.22_-61.51"
10.12,-61.51,"10.12_-61.51"
10.11,-61.51,"10.11_-61.51"
10.09,-61.51,"10.09_-61.51"
10.07,-61.51,"10.07_-61.51"
10.05,-61.51,"10.05_-61.51"
9.85,-61.51,"9.85_-61.51"
9.83,-61.51,"9.83_-61.51"
9.82,-61.51,"9.82_-61.51"
8.58,-61.51,"8.58_-61.51"
8.56,-61.51,"8.56_-61.51"
8.54,-61.51,"8.54_-61.51"
8.53,-61.51,"8.53_-61.51"
8.51,-61.51,"8.51_-61.51"
8,-61.51,"8_-61.51"
16.54,-61.49,"16.54_-61.49"
16.52,-61.49,"16.52_-61.49"
16.51,-61.49,"16.51_-61.49"
16.49,-61.49,"16.49_-61.49"
16.47,-61.49,"16.47_-61.49"
16.46,-61.49,"16.46_-61.49"
16.44,-61.49,"16.44_-61.49"
16.42,-61.49,"16.42_-61.49"
16.41,-61.49,"16.41_-61.49"
16.39,-61.49,"16.39_-61.49"
16.37,-61.49,"16.37_-61.49"
16.27,-61.49,"16.27_-61.49"
16.25,-61.49,"16.25_-61.49"
16.24,-61.49,"16.24_-61.49"
16.22,-61.49,"16.22_-61.49"
12.5,-61.49,"12.5_-61.49"
12.48,-61.49,"12.48_-61.49"
12.47,-61.49,"12.47_-61.49"
10.79,-61.49,"10.79_-61.49"
10.77,-61.49,"10.77_-61.49"
10.75,-61.49,"10.75_-61.49"
10.73,-61.49,"10.73_-61.49"
10.65,-61.49,"10.65_-61.49"
10.63,-61.49,"10.63_-61.49"
10.62,-61.49,"10.62_-61.49"
10.6,-61.49,"10.6_-61.49"
10.58,-61.49,"10.58_-61.49"
10.48,-61.49,"10.48_-61.49"
10.46,-61.49,"10.46_-61.49"
10.45,-61.49,"10.45_-61.49"
10.43,-61.49,"10.43_-61.49"
10.41,-61.49,"10.41_-61.49"
10.39,-61.49,"10.39_-61.49"
10.38,-61.49,"10.38_-61.49"
10.31,-61.49,"10.31_-61.49"
10.29,-61.49,"10.29_-61.49"
10.28,-61.49,"10.28_-61.49"
10.26,-61.49,"10.26_-61.49"
10.24,-61.49,"10.24_-61.49"
10.22,-61.49,"10.22_-61.49"
10.12,-61.49,"10.12_-61.49"
10.11,-61.49,"10.11_-61.49"
10.09,-61.49,"10.09_-61.49"
10.07,-61.49,"10.07_-61.49"
10.05,-61.49,"10.05_-61.49"
9.85,-61.49,"9.85_-61.49"
9.83,-61.49,"9.83_-61.49"
9.82,-61.49,"9.82_-61.49"
9.8,-61.49,"9.8_-61.49"
8.58,-61.49,"8.58_-61.49"
8.56,-61.49,"8.56_-61.49"
8.54,-61.49,"8.54_-61.49"
8.53,-61.49,"8.53_-61.49"
8.51,-61.49,"8.51_-61.49"
8,-61.49,"8_-61.49"
16.54,-61.48,"16.54_-61.48"
16.52,-61.48,"16.52_-61.48"
16.51,-61.48,"16.51_-61.48"
16.49,-61.48,"16.49_-61.48"
16.47,-61.48,"16.47_-61.48"
16.46,-61.48,"16.46_-61.48"
16.27,-61.48,"16.27_-61.48"
16.25,-61.48,"16.25_-61.48"
16.24,-61.48,"16.24_-61.48"
16.22,-61.48,"16.22_-61.48"
15.62,-61.48,"15.62_-61.48"
15.61,-61.48,"15.61_-61.48"
15.59,-61.48,"15.59_-61.48"
15.57,-61.48,"15.57_-61.48"
15.56,-61.48,"15.56_-61.48"
15.54,-61.48,"15.54_-61.48"
15.52,-61.48,"15.52_-61.48"
15.51,-61.48,"15.51_-61.48"
15.49,-61.48,"15.49_-61.48"
15.47,-61.48,"15.47_-61.48"
12.62,-61.48,"12.62_-61.48"
12.6,-61.48,"12.6_-61.48"
12.52,-61.48,"12.52_-61.48"
12.5,-61.48,"12.5_-61.48"
12.48,-61.48,"12.48_-61.48"
12.47,-61.48,"12.47_-61.48"
12.45,-61.48,"12.45_-61.48"
10.79,-61.48,"10.79_-61.48"
10.77,-61.48,"10.77_-61.48"
10.75,-61.48,"10.75_-61.48"
10.73,-61.48,"10.73_-61.48"
10.63,-61.48,"10.63_-61.48"
10.62,-61.48,"10.62_-61.48"
10.6,-61.48,"10.6_-61.48"
10.58,-61.48,"10.58_-61.48"
10.56,-61.48,"10.56_-61.48"
10.55,-61.48,"10.55_-61.48"
10.53,-61.48,"10.53_-61.48"
10.51,-61.48,"10.51_-61.48"
10.5,-61.48,"10.5_-61.48"
10.48,-61.48,"10.48_-61.48"
10.46,-61.48,"10.46_-61.48"
10.45,-61.48,"10.45_-61.48"
10.43,-61.48,"10.43_-61.48"
10.41,-61.48,"10.41_-61.48"
10.39,-61.48,"10.39_-61.48"
10.38,-61.48,"10.38_-61.48"
10.36,-61.48,"10.36_-61.48"
10.34,-61.48,"10.34_-61.48"
10.33,-61.48,"10.33_-61.48"
10.31,-61.48,"10.31_-61.48"
10.29,-61.48,"10.29_-61.48"
10.28,-61.48,"10.28_-61.48"
10.26,-61.48,"10.26_-61.48"
10.12,-61.48,"10.12_-61.48"
10.11,-61.48,"10.11_-61.48"
10.09,-61.48,"10.09_-61.48"
10.07,-61.48,"10.07_-61.48"
10.05,-61.48,"10.05_-61.48"
9.83,-61.48,"9.83_-61.48"
9.82,-61.48,"9.82_-61.48"
9.8,-61.48,"9.8_-61.48"
8.59,-61.48,"8.59_-61.48"
8.58,-61.48,"8.58_-61.48"
8.56,-61.48,"8.56_-61.48"
8.54,-61.48,"8.54_-61.48"
8.53,-61.48,"8.53_-61.48"
8.51,-61.48,"8.51_-61.48"
8,-61.48,"8_-61.48"
16.54,-61.46,"16.54_-61.46"
16.52,-61.46,"16.52_-61.46"
16.51,-61.46,"16.51_-61.46"
16.49,-61.46,"16.49_-61.46"
16.47,-61.46,"16.47_-61.46"
16.27,-61.46,"16.27_-61.46"
16.25,-61.46,"16.25_-61.46"
16.24,-61.46,"16.24_-61.46"
16.22,-61.46,"16.22_-61.46"
15.64,-61.46,"15.64_-61.46"
15.62,-61.46,"15.62_-61.46"
15.61,-61.46,"15.61_-61.46"
15.59,-61.46,"15.59_-61.46"
15.57,-61.46,"15.57_-61.46"
15.56,-61.46,"15.56_-61.46"
15.54,-61.46,"15.54_-61.46"
15.52,-61.46,"15.52_-61.46"
15.51,-61.46,"15.51_-61.46"
15.49,-61.46,"15.49_-61.46"
15.47,-61.46,"15.47_-61.46"
15.46,-61.46,"15.46_-61.46"
15.44,-61.46,"15.44_-61.46"
12.64,-61.46,"12.64_-61.46"
12.62,-61.46,"12.62_-61.46"
12.6,-61.46,"12.6_-61.46"
12.55,-61.46,"12.55_-61.46"
12.53,-61.46,"12.53_-61.46"
12.52,-61.46,"12.52_-61.46"
12.5,-61.46,"12.5_-61.46"
12.48,-61.46,"12.48_-61.46"
12.47,-61.46,"12.47_-61.46"
12.45,-61.46,"12.45_-61.46"
10.79,-61.46,"10.79_-61.46"
10.77,-61.46,"10.77_-61.46"
10.75,-61.46,"10.75_-61.46"
10.62,-61.46,"10.62_-61.46"
10.6,-61.46,"10.6_-61.46"
10.58,-61.46,"10.58_-61.46"
10.56,-61.46,"10.56_-61.46"
10.55,-61.46,"10.55_-61.46"
10.53,-61.46,"10.53_-61.46"
10.51,-61.46,"10.51_-61.46"
10.5,-61.46,"10.5_-61.46"
10.48,-61.46,"10.48_-61.46"
10.46,-61.46,"10.46_-61.46"
10.45,-61.46,"10.45_-61.46"
10.43,-61.46,"10.43_-61.46"
10.41,-61.46,"10.41_-61.46"
10.39,-61.46,"10.39_-61.46"
10.38,-61.46,"10.38_-61.46"
10.36,-61.46,"10.36_-61.46"
10.34,-61.46,"10.34_-61.46"
10.33,-61.46,"10.33_-61.46"
10.31,-61.46,"10.31_-61.46"
10.29,-61.46,"10.29_-61.46"
10.28,-61.46,"10.28_-61.46"
10.12,-61.46,"10.12_-61.46"
10.11,-61.46,"10.11_-61.46"
10.09,-61.46,"10.09_-61.46"
10.07,-61.46,"10.07_-61.46"
10.05,-61.46,"10.05_-61.46"
9.83,-61.46,"9.83_-61.46"
9.82,-61.46,"9.82_-61.46"
9.8,-61.46,"9.8_-61.46"
9.78,-61.46,"9.78_-61.46"
8.59,-61.46,"8.59_-61.46"
8.58,-61.46,"8.58_-61.46"
8.56,-61.46,"8.56_-61.46"
8.54,-61.46,"8.54_-61.46"
8.53,-61.46,"8.53_-61.46"
8.51,-61.46,"8.51_-61.46"
8.49,-61.46,"8.49_-61.46"
8,-61.46,"8_-61.46"
16.52,-61.44,"16.52_-61.44"
16.51,-61.44,"16.51_-61.44"
16.49,-61.44,"16.49_-61.44"
16.47,-61.44,"16.47_-61.44"
16.27,-61.44,"16.27_-61.44"
16.25,-61.44,"16.25_-61.44"
16.24,-61.44,"16.24_-61.44"
16.22,-61.44,"16.22_-61.44"
15.66,-61.44,"15.66_-61.44"
15.64,-61.44,"15.64_-61.44"
15.62,-61.44,"15.62_-61.44"
15.61,-61.44,"15.61_-61.44"
15.59,-61.44,"15.59_-61.44"
15.57,-61.44,"15.57_-61.44"
15.56,-61.44,"15.56_-61.44"
15.54,-61.44,"15.54_-61.44"
15.52,-61.44,"15.52_-61.44"
15.51,-61.44,"15.51_-61.44"
15.49,-61.44,"15.49_-61.44"
15.47,-61.44,"15.47_-61.44"
15.46,-61.44,"15.46_-61.44"
15.44,-61.44,"15.44_-61.44"
15.42,-61.44,"15.42_-61.44"
15.4,-61.44,"15.4_-61.44"
12.64,-61.44,"12.64_-61.44"
12.62,-61.44,"12.62_-61.44"
12.6,-61.44,"12.6_-61.44"
12.59,-61.44,"12.59_-61.44"
12.55,-61.44,"12.55_-61.44"
12.53,-61.44,"12.53_-61.44"
12.52,-61.44,"12.52_-61.44"
12.47,-61.44,"12.47_-61.44"
12.45,-61.44,"12.45_-61.44"
10.79,-61.44,"10.79_-61.44"
10.77,-61.44,"10.77_-61.44"
10.75,-61.44,"10.75_-61.44"
10.62,-61.44,"10.62_-61.44"
10.6,-61.44,"10.6_-61.44"
10.58,-61.44,"10.58_-61.44"
10.56,-61.44,"10.56_-61.44"
10.55,-61.44,"10.55_-61.44"
10.53,-61.44,"10.53_-61.44"
10.51,-61.44,"10.51_-61.44"
10.5,-61.44,"10.5_-61.44"
10.48,-61.44,"10.48_-61.44"
10.46,-61.44,"10.46_-61.44"
10.45,-61.44,"10.45_-61.44"
10.43,-61.44,"10.43_-61.44"
10.41,-61.44,"10.41_-61.44"
10.39,-61.44,"10.39_-61.44"
10.38,-61.44,"10.38_-61.44"
10.36,-61.44,"10.36_-61.44"
10.34,-61.44,"10.34_-61.44"
10.33,-61.44,"10.33_-61.44"
10.31,-61.44,"10.31_-61.44"
10.29,-61.44,"10.29_-61.44"
10.12,-61.44,"10.12_-61.44"
10.11,-61.44,"10.11_-61.44"
10.09,-61.44,"10.09_-61.44"
10.07,-61.44,"10.07_-61.44"
10.05,-61.44,"10.05_-61.44"
9.82,-61.44,"9.82_-61.44"
9.8,-61.44,"9.8_-61.44"
9.78,-61.44,"9.78_-61.44"
9.77,-61.44,"9.77_-61.44"
9.75,-61.44,"9.75_-61.44"
8.59,-61.44,"8.59_-61.44"
8.58,-61.44,"8.58_-61.44"
8.56,-61.44,"8.56_-61.44"
8.54,-61.44,"8.54_-61.44"
8.53,-61.44,"8.53_-61.44"
8.51,-61.44,"8.51_-61.44"
8.49,-61.44,"8.49_-61.44"
8,-61.44,"8_-61.44"
16.51,-61.43,"16.51_-61.43"
16.49,-61.43,"16.49_-61.43"
16.47,-61.43,"16.47_-61.43"
16.46,-61.43,"16.46_-61.43"
16.27,-61.43,"16.27_-61.43"
16.25,-61.43,"16.25_-61.43"
16.24,-61.43,"16.24_-61.43"
16.22,-61.43,"16.22_-61.43"
15.66,-61.43,"15.66_-61.43"
15.64,-61.43,"15.64_-61.43"
15.62,-61.43,"15.62_-61.43"
15.61,-61.43,"15.61_-61.43"
15.59,-61.43,"15.59_-61.43"
15.57,-61.43,"15.57_-61.43"
15.56,-61.43,"15.56_-61.43"
15.54,-61.43,"15.54_-61.43"
15.52,-61.43,"15.52_-61.43"
15.51,-61.43,"15.51_-61.43"
15.49,-61.43,"15.49_-61.43"
15.47,-61.43,"15.47_-61.43"
15.46,-61.43,"15.46_-61.43"
15.44,-61.43,"15.44_-61.43"
15.42,-61.43,"15.42_-61.43"
15.4,-61.43,"15.4_-61.43"
15.39,-61.43,"15.39_-61.43"
12.64,-61.43,"12.64_-61.43"
12.62,-61.43,"12.62_-61.43"
12.6,-61.43,"12.6_-61.43"
12.59,-61.43,"12.59_-61.43"
12.52,-61.43,"12.52_-61.43"
12.5,-61.43,"12.5_-61.43"
12.48,-61.43,"12.48_-61.43"
12.47,-61.43,"12.47_-61.43"
12.45,-61.43,"12.45_-61.43"
10.8,-61.43,"10.8_-61.43"
10.79,-61.43,"10.79_-61.43"
10.77,-61.43,"10.77_-61.43"
10.75,-61.43,"10.75_-61.43"
10.12,-61.43,"10.12_-61.43"
10.11,-61.43,"10.11_-61.43"
10.09,-61.43,"10.09_-61.43"
10.07,-61.43,"10.07_-61.43"
10.05,-61.43,"10.05_-61.43"
9.8,-61.43,"9.8_-61.43"
9.78,-61.43,"9.78_-61.43"
9.77,-61.43,"9.77_-61.43"
9.75,-61.43,"9.75_-61.43"
9.73,-61.43,"9.73_-61.43"
9.71,-61.43,"9.71_-61.43"
9.7,-61.43,"9.7_-61.43"
8.59,-61.43,"8.59_-61.43"
8.58,-61.43,"8.58_-61.43"
8.56,-61.43,"8.56_-61.43"
8.54,-61.43,"8.54_-61.43"
8.53,-61.43,"8.53_-61.43"
8.51,-61.43,"8.51_-61.43"
8.49,-61.43,"8.49_-61.43"
8,-61.43,"8_-61.43"
16.49,-61.41,"16.49_-61.41"
16.47,-61.41,"16.47_-61.41"
16.46,-61.41,"16.46_-61.41"
16.44,-61.41,"16.44_-61.41"
16.42,-61.41,"16.42_-61.41"
16.41,-61.41,"16.41_-61.41"
16.39,-61.41,"16.39_-61.41"
16.27,-61.41,"16.27_-61.41"
16.25,-61.41,"16.25_-61.41"
16.24,-61.41,"16.24_-61.41"
16.22,-61.41,"16.22_-61.41"
15.64,-61.41,"15.64_-61.41"
15.62,-61.41,"15.62_-61.41"
15.61,-61.41,"15.61_-61.41"
15.59,-61.41,"15.59_-61.41"
15.57,-61.41,"15.57_-61.41"
15.56,-61.41,"15.56_-61.41"
15.54,-61.41,"15.54_-61.41"
15.52,-61.41,"15.52_-61.41"
15.51,-61.41,"15.51_-61.41"
15.49,-61.41,"15.49_-61.41"
15.47,-61.41,"15.47_-61.41"
15.46,-61.41,"15.46_-61.41"
15.44,-61.41,"15.44_-61.41"
15.42,-61.41,"15.42_-61.41"
15.4,-61.41,"15.4_-61.41"
15.39,-61.41,"15.39_-61.41"
15.37,-61.41,"15.37_-61.41"
15.35,-61.41,"15.35_-61.41"
15.34,-61.41,"15.34_-61.41"
15.32,-61.41,"15.32_-61.41"
15.3,-61.41,"15.3_-61.41"
15.29,-61.41,"15.29_-61.41"
12.62,-61.41,"12.62_-61.41"
12.6,-61.41,"12.6_-61.41"
12.52,-61.41,"12.52_-61.41"
12.5,-61.41,"12.5_-61.41"
10.8,-61.41,"10.8_-61.41"
10.79,-61.41,"10.79_-61.41"
10.77,-61.41,"10.77_-61.41"
10.75,-61.41,"10.75_-61.41"
10.12,-61.41,"10.12_-61.41"
10.11,-61.41,"10.11_-61.41"
10.09,-61.41,"10.09_-61.41"
10.07,-61.41,"10.07_-61.41"
10.05,-61.41,"10.05_-61.41"
9.8,-61.41,"9.8_-61.41"
9.78,-61.41,"9.78_-61.41"
9.77,-61.41,"9.77_-61.41"
9.75,-61.41,"9.75_-61.41"
9.73,-61.41,"9.73_-61.41"
9.71,-61.41,"9.71_-61.41"
9.7,-61.41,"9.7_-61.41"
9.68,-61.41,"9.68_-61.41"
8.59,-61.41,"8.59_-61.41"
8.58,-61.41,"8.58_-61.41"
8.56,-61.41,"8.56_-61.41"
8.54,-61.41,"8.54_-61.41"
8.53,-61.41,"8.53_-61.41"
8.51,-61.41,"8.51_-61.41"
8.49,-61.41,"8.49_-61.41"
8,-61.41,"8_-61.41"
16.47,-61.39,"16.47_-61.39"
16.46,-61.39,"16.46_-61.39"
16.44,-61.39,"16.44_-61.39"
16.42,-61.39,"16.42_-61.39"
16.41,-61.39,"16.41_-61.39"
16.39,-61.39,"16.39_-61.39"
16.37,-61.39,"16.37_-61.39"
16.27,-61.39,"16.27_-61.39"
16.25,-61.39,"16.25_-61.39"
16.24,-61.39,"16.24_-61.39"
15.62,-61.39,"15.62_-61.39"
15.61,-61.39,"15.61_-61.39"
15.59,-61.39,"15.59_-61.39"
15.57,-61.39,"15.57_-61.39"
15.47,-61.39,"15.47_-61.39"
15.46,-61.39,"15.46_-61.39"
15.44,-61.39,"15.44_-61.39"
15.42,-61.39,"15.42_-61.39"
15.4,-61.39,"15.4_-61.39"
15.39,-61.39,"15.39_-61.39"
15.37,-61.39,"15.37_-61.39"
15.35,-61.39,"15.35_-61.39"
15.34,-61.39,"15.34_-61.39"
15.32,-61.39,"15.32_-61.39"
15.3,-61.39,"15.3_-61.39"
15.29,-61.39,"15.29_-61.39"
15.27,-61.39,"15.27_-61.39"
15.25,-61.39,"15.25_-61.39"
15.23,-61.39,"15.23_-61.39"
15.22,-61.39,"15.22_-61.39"
15.2,-61.39,"15.2_-61.39"
12.62,-61.39,"12.62_-61.39"
12.6,-61.39,"12.6_-61.39"
10.8,-61.39,"10.8_-61.39"
10.79,-61.39,"10.79_-61.39"
10.77,-61.39,"10.77_-61.39"
10.12,-61.39,"10.12_-61.39"
10.11,-61.39,"10.11_-61.39"
10.09,-61.39,"10.09_-61.39"
10.07,-61.39,"10.07_-61.39"
10.05,-61.39,"10.05_-61.39"
9.78,-61.39,"9.78_-61.39"
9.77,-61.39,"9.77_-61.39"
9.75,-61.39,"9.75_-61.39"
9.73,-61.39,"9.73_-61.39"
9.71,-61.39,"9.71_-61.39"
9.7,-61.39,"9.7_-61.39"
9.68,-61.39,"9.68_-61.39"
9.66,-61.39,"9.66_-61.39"
8.59,-61.39,"8.59_-61.39"
8.58,-61.39,"8.58_-61.39"
8.56,-61.39,"8.56_-61.39"
8.53,-61.39,"8.53_-61.39"
8.51,-61.39,"8.51_-61.39"
8.49,-61.39,"8.49_-61.39"
8,-61.39,"8_-61.39"
16.46,-61.38,"16.46_-61.38"
16.44,-61.38,"16.44_-61.38"
16.42,-61.38,"16.42_-61.38"
16.41,-61.38,"16.41_-61.38"
16.39,-61.38,"16.39_-61.38"
16.37,-61.38,"16.37_-61.38"
16.29,-61.38,"16.29_-61.38"
16.27,-61.38,"16.27_-61.38"
16.25,-61.38,"16.25_-61.38"
16.24,-61.38,"16.24_-61.38"
15.62,-61.38,"15.62_-61.38"
15.61,-61.38,"15.61_-61.38"
15.59,-61.38,"15.59_-61.38"
15.57,-61.38,"15.57_-61.38"
15.56,-61.38,"15.56_-61.38"
15.37,-61.38,"15.37_-61.38"
15.35,-61.38,"15.35_-61.38"
15.34,-61.38,"15.34_-61.38"
15.32,-61.38,"15.32_-61.38"
15.3,-61.38,"15.3_-61.38"
15.29,-61.38,"15.29_-61.38"
15.27,-61.38,"15.27_-61.38"
15.25,-61.38,"15.25_-61.38"
15.23,-61.38,"15.23_-61.38"
15.22,-61.38,"15.22_-61.38"
15.2,-61.38,"15.2_-61.38"
10.82,-61.38,"10.82_-61.38"
10.8,-61.38,"10.8_-61.38"
10.79,-61.38,"10.79_-61.38"
10.77,-61.38,"10.77_-61.38"
10.12,-61.38,"10.12_-61.38"
10.11,-61.38,"10.11_-61.38"
10.09,-61.38,"10.09_-61.38"
10.07,-61.38,"10.07_-61.38"
10.05,-61.38,"10.05_-61.38"
9.78,-61.38,"9.78_-61.38"
9.77,-61.38,"9.77_-61.38"
9.75,-61.38,"9.75_-61.38"
9.73,-61.38,"9.73_-61.38"
9.71,-61.38,"9.71_-61.38"
9.7,-61.38,"9.7_-61.38"
9.68,-61.38,"9.68_-61.38"
9.66,-61.38,"9.66_-61.38"
9.65,-61.38,"9.65_-61.38"
8.59,-61.38,"8.59_-61.38"
8.58,-61.38,"8.58_-61.38"
8.56,-61.38,"8.56_-61.38"
8.53,-61.38,"8.53_-61.38"
8.51,-61.38,"8.51_-61.38"
8.49,-61.38,"8.49_-61.38"
8.47,-61.38,"8.47_-61.38"
8,-61.38,"8_-61.38"
16.44,-61.36,"16.44_-61.36"
16.42,-61.36,"16.42_-61.36"
16.41,-61.36,"16.41_-61.36"
16.39,-61.36,"16.39_-61.36"
16.37,-61.36,"16.37_-61.36"
16.36,-61.36,"16.36_-61.36"
16.29,-61.36,"16.29_-61.36"
16.27,-61.36,"16.27_-61.36"
16.25,-61.36,"16.25_-61.36"
16.24,-61.36,"16.24_-61.36"
15.62,-61.36,"15.62_-61.36"
15.61,-61.36,"15.61_-61.36"
15.59,-61.36,"15.59_-61.36"
15.57,-61.36,"15.57_-61.36"
15.56,-61.36,"15.56_-61.36"
15.54,-61.36,"15.54_-61.36"
15.27,-61.36,"15.27_-61.36"
15.25,-61.36,"15.25_-61.36"
15.23,-61.36,"15.23_-61.36"
15.22,-61.36,"15.22_-61.36"
15.2,-61.36,"15.2_-61.36"
15.18,-61.36,"15.18_-61.36"
10.82,-61.36,"10.82_-61.36"
10.8,-61.36,"10.8_-61.36"
10.79,-61.36,"10.79_-61.36"
10.77,-61.36,"10.77_-61.36"
10.14,-61.36,"10.14_-61.36"
10.12,-61.36,"10.12_-61.36"
10.11,-61.36,"10.11_-61.36"
10.09,-61.36,"10.09_-61.36"
10.07,-61.36,"10.07_-61.36"
10.05,-61.36,"10.05_-61.36"
9.77,-61.36,"9.77_-61.36"
9.75,-61.36,"9.75_-61.36"
9.73,-61.36,"9.73_-61.36"
9.71,-61.36,"9.71_-61.36"
9.7,-61.36,"9.7_-61.36"
9.68,-61.36,"9.68_-61.36"
9.66,-61.36,"9.66_-61.36"
9.65,-61.36,"9.65_-61.36"
9.63,-61.36,"9.63_-61.36"
8.59,-61.36,"8.59_-61.36"
8.58,-61.36,"8.58_-61.36"
8.56,-61.36,"8.56_-61.36"
8.51,-61.36,"8.51_-61.36"
8.49,-61.36,"8.49_-61.36"
8.47,-61.36,"8.47_-61.36"
8,-61.36,"8_-61.36"
16.42,-61.34,"16.42_-61.34"
16.41,-61.34,"16.41_-61.34"
16.39,-61.34,"16.39_-61.34"
16.37,-61.34,"16.37_-61.34"
16.36,-61.34,"16.36_-61.34"
16.29,-61.34,"16.29_-61.34"
16.27,-61.34,"16.27_-61.34"
16.25,-61.34,"16.25_-61.34"
15.96,-61.34,"15.96_-61.34"
15.95,-61.34,"15.95_-61.34"
15.93,-61.34,"15.93_-61.34"
15.62,-61.34,"15.62_-61.34"
15.61,-61.34,"15.61_-61.34"
15.59,-61.34,"15.59_-61.34"
15.57,-61.34,"15.57_-61.34"
15.56,-61.34,"15.56_-61.34"
15.54,-61.34,"15.54_-61.34"
15.3,-61.34,"15.3_-61.34"
15.29,-61.34,"15.29_-61.34"
15.27,-61.34,"15.27_-61.34"
15.25,-61.34,"15.25_-61.34"
15.23,-61.34,"15.23_-61.34"
15.22,-61.34,"15.22_-61.34"
15.2,-61.34,"15.2_-61.34"
12.74,-61.34,"12.74_-61.34"
12.72,-61.34,"12.72_-61.34"
12.7,-61.34,"12.7_-61.34"
12.69,-61.34,"12.69_-61.34"
10.82,-61.34,"10.82_-61.34"
10.8,-61.34,"10.8_-61.34"
10.79,-61.34,"10.79_-61.34"
10.77,-61.34,"10.77_-61.34"
10.14,-61.34,"10.14_-61.34"
10.12,-61.34,"10.12_-61.34"
10.11,-61.34,"10.11_-61.34"
10.09,-61.34,"10.09_-61.34"
10.07,-61.34,"10.07_-61.34"
10.05,-61.34,"10.05_-61.34"
9.77,-61.34,"9.77_-61.34"
9.75,-61.34,"9.75_-61.34"
9.73,-61.34,"9.73_-61.34"
9.71,-61.34,"9.71_-61.34"
9.7,-61.34,"9.7_-61.34"
9.68,-61.34,"9.68_-61.34"
9.66,-61.34,"9.66_-61.34"
9.65,-61.34,"9.65_-61.34"
9.63,-61.34,"9.63_-61.34"
9.61,-61.34,"9.61_-61.34"
8.59,-61.34,"8.59_-61.34"
8.58,-61.34,"8.58_-61.34"
8.56,-61.34,"8.56_-61.34"
8.51,-61.34,"8.51_-61.34"
8.49,-61.34,"8.49_-61.34"
8.47,-61.34,"8.47_-61.34"
8.46,-61.34,"8.46_-61.34"
8,-61.34,"8_-61.34"
16.41,-61.32,"16.41_-61.32"
16.39,-61.32,"16.39_-61.32"
16.37,-61.32,"16.37_-61.32"
16.36,-61.32,"16.36_-61.32"
16.29,-61.32,"16.29_-61.32"
16.27,-61.32,"16.27_-61.32"
16.25,-61.32,"16.25_-61.32"
15.98,-61.32,"15.98_-61.32"
15.96,-61.32,"15.96_-61.32"
15.95,-61.32,"15.95_-61.32"
15.93,-61.32,"15.93_-61.32"
15.91,-61.32,"15.91_-61.32"
15.9,-61.32,"15.9_-61.32"
15.61,-61.32,"15.61_-61.32"
15.59,-61.32,"15.59_-61.32"
15.57,-61.32,"15.57_-61.32"
15.56,-61.32,"15.56_-61.32"
15.54,-61.32,"15.54_-61.32"
15.52,-61.32,"15.52_-61.32"
15.35,-61.32,"15.35_-61.32"
15.34,-61.32,"15.34_-61.32"
15.32,-61.32,"15.32_-61.32"
15.3,-61.32,"15.3_-61.32"
15.29,-61.32,"15.29_-61.32"
15.27,-61.32,"15.27_-61.32"
15.25,-61.32,"15.25_-61.32"
15.23,-61.32,"15.23_-61.32"
15.22,-61.32,"15.22_-61.32"
12.77,-61.32,"12.77_-61.32"
12.76,-61.32,"12.76_-61.32"
12.74,-61.32,"12.74_-61.32"
12.72,-61.32,"12.72_-61.32"
12.7,-61.32,"12.7_-61.32"
12.69,-61.32,"12.69_-61.32"
10.82,-61.32,"10.82_-61.32"
10.8,-61.32,"10.8_-61.32"
10.79,-61.32,"10.79_-61.32"
10.77,-61.32,"10.77_-61.32"
10.14,-61.32,"10.14_-61.32"
10.12,-61.32,"10.12_-61.32"
10.11,-61.32,"10.11_-61.32"
10.09,-61.32,"10.09_-61.32"
10.07,-61.32,"10.07_-61.32"
10.05,-61.32,"10.05_-61.32"
9.75,-61.32,"9.75_-61.32"
9.73,-61.32,"9.73_-61.32"
9.71,-61.32,"9.71_-61.32"
9.7,-61.32,"9.7_-61.32"
9.68,-61.32,"9.68_-61.32"
9.66,-61.32,"9.66_-61.32"
9.65,-61.32,"9.65_-61.32"
9.63,-61.32,"9.63_-61.32"
9.61,-61.32,"9.61_-61.32"
8.59,-61.32,"8.59_-61.32"
8.58,-61.32,"8.58_-61.32"
8.56,-61.32,"8.56_-61.32"
8.51,-61.32,"8.51_-61.32"
